ITZ_GEOID,pop_density,percent_non_hispanic_or_latino_white_alone,percent_non_hispanic_black_alone,percent_hispanic_any_race,percent_non_hispanic_asian_alone,median_age,per_capita_income,resid_unit_density,percent_multi_family_units,percent_occupied_housing_units,median_gross_rent,median_home_value,percent_households_with_people_under_18,percent_of_households_in_same_house_year_ago,percent_bachelor_degree_or_higher,percent_car_commuters,percent_public_transport_commuters,percent_public_transport_trips_under_45_min,percent_car_trips_under_45_min
QN1551.01,40064.23921036872,96.1,0.0,1.5,2.4,82.1,72138.0,36442.74174905625,96.8,82.2,,696400.0,0.0,97.9,53.9,53.45622119815668,38.24884792626728,0.0,
QN1283,0.0,,,,,,,0.0,,,,,,,,,,,
QN1291.02,41882.836592283486,55.6,3.6,9.0,26.5,45.6,57650.0,14121.539229351205,19.700000000000003,94.5,,880100.0,38.4,99.1,50.1,59.2112676056338,33.521126760563384,1.1596638655462186,12.940057088487158
QN19,53150.716540846915,40.0,3.4,10.7,42.2,31.2,88421.0,46345.278305465414,100.0,57.7,3106.0,1061200.0,15.7,64.4,86.6,10.396673064619321,80.0383877159309,3.3733013589128698,34.646153846153844
QN20,127981.55257285509,13.0,0.2,53.2,33.1,40.6,36227.0,38149.06244617935,55.0,90.6,1998.0,535900.0,34.8,91.2,29.5,32.57756563245823,63.0071599045346,4.602272727272727,33.6996336996337
QN22,168470.49432698172,18.6,2.0,62.0,12.6,38.7,30581.0,55113.29481656231,77.6,95.5,1558.0,612200.0,38.5,92.9,33.3,44.11262798634812,50.93856655290102,3.2998324958123955,27.872340425531917
QN24,180730.08248996045,8.7,4.5,57.3,23.3,35.6,23440.0,55994.45880671319,62.9,93.4,1481.0,507700.0,42.4,86.4,25.2,36.696340257171116,58.061325420375866,4.190800681431005,31.10512129380054
QN25,373772.83828419587,3.2,46.9,36.1,11.3,40.7,17334.0,184578.5009992082,99.7,91.0,343.0,432100.0,31.0,94.2,6.5,6.507230255839822,77.03003337041157,2.9458483754512637,86.49572649572649
QN26,165207.08279919694,15.7,5.0,55.0,18.5,36.0,27475.0,46755.349577413566,61.39999999999999,96.0,1582.0,654900.0,44.1,86.4,37.1,45.69471624266145,49.11937377690802,3.5059760956175294,30.0
QN28,172655.92191722107,13.8,4.5,52.6,22.2,32.7,23495.0,50255.29213375593,75.0,90.5,1545.0,652100.0,48.2,81.6,13.9,42.38861386138614,53.71287128712871,3.0990783410138243,19.386861313868614
QN30,148584.7257326888,25.6,2.8,49.6,15.9,40.3,26844.0,44068.43571599432,57.5,91.2,1664.0,636400.0,32.5,94.3,28.9,50.173010380622834,42.21453287197232,7.213114754098362,54.793103448275865
QN31,74647.42282549354,30.2,3.3,48.9,16.6,37.3,35337.0,43326.82583577597,90.60000000000001,70.0,1787.0,823900.0,13.8,88.7,31.7,8.695652173913043,78.71064467766116,12.55238095238095,283.1034482758621
QN32,113631.1504331377,11.2,6.7,51.4,25.1,38.6,25307.0,34656.21254706807,64.3,95.5,1627.0,532900.0,45.7,86.5,21.9,37.851662404092075,52.813299232736576,4.043583535108959,32.36486486486486
QN34,131389.88900313352,11.4,2.8,63.7,18.7,37.9,25168.0,36418.94319994972,46.5,91.4,1658.0,550100.0,45.0,94.3,19.3,45.05183788878416,45.523091423185676,4.202898550724638,31.443514644351467
QN36,214314.2724880762,8.0,0.7,51.1,37.4,35.0,26281.0,58182.97632000506,83.2,90.5,1469.0,561400.0,50.1,90.8,26.5,33.50083752093802,52.205471803461755,2.1283422459893044,12.283333333333333
QN37,0.0,,,,,,,0.0,,,,,,,,,,,
QN38,168418.0415928576,8.0,8.9,61.8,17.4,33.5,23078.0,46182.09628008717,82.19999999999999,95.8,1597.0,538000.0,57.3,86.9,20.8,38.13953488372093,51.395348837209305,2.971342383107089,21.443089430894307
QN39,105390.67217558474,31.8,4.2,51.4,9.7,30.7,25434.0,36326.45823425298,90.1,83.9,1708.0,553600.0,40.4,80.7,32.1,21.418020679468242,56.57311669128508,12.898172323759791,112.75862068965517
QN40.01,146029.81864631665,27.9,3.8,42.8,21.9,37.6,25101.0,43716.326258601344,75.0,92.7,1493.0,522700.0,45.1,92.2,17.8,32.22116301239276,53.479504289799806,4.81283422459893,42.72189349112426
QN40.02,121629.40332083745,11.2,8.2,41.1,33.7,28.9,25185.0,35430.086642464645,92.5,94.8,1712.0,556500.0,48.4,79.2,26.5,21.571428571428573,66.42857142857143,5.440860215053762,
QN42,215829.60568338115,10.7,3.9,39.5,41.7,37.3,24540.0,67554.23663944475,79.0,94.0,1445.0,447400.0,37.4,94.1,23.8,32.82442748091603,56.76117775354417,1.9404418828049952,20.033222591362126
QN43,143864.97211189388,3.8,40.8,41.5,11.2,37.9,15010.0,72153.04120373128,99.0,89.7,451.0,,27.9,91.3,11.8,24.557522123893804,57.52212389380531,9.403846153846153,32.34234234234234
QN44.01,153796.64111166645,7.9,4.9,25.1,59.1,32.6,22509.0,39026.10373331944,77.7,93.7,1659.0,606000.0,55.0,94.2,27.6,36.8421052631579,48.34307992202729,2.338709677419355,23.43915343915344
QN45,156007.90419412425,55.4,2.8,17.7,21.9,49.6,49506.0,78736.61288695312,94.2,91.2,914.0,388500.0,19.1,93.5,50.6,20.040485829959515,65.5195681511471,3.9340885684860973,47.54208754208755
QN47,220082.18508921703,26.1,24.8,31.0,14.4,35.5,29136.0,114034.3982222164,97.0,90.9,878.0,852000.0,23.6,90.2,30.1,6.038374717832957,82.61851015801355,2.841530054644808,
QN1301,64562.607119558685,30.5,16.2,29.0,19.2,44.6,37890.0,25063.314657259696,54.89999999999999,92.5,1335.0,270800.0,29.7,93.4,38.5,65.72029442691904,29.39011566771819,2.146690518783542,12.535999999999998
QN1333,60307.22225602,46.4,1.8,6.3,42.8,45.9,39730.0,21376.867026582036,23.600000000000005,92.6,1966.0,868100.0,30.4,93.4,44.8,49.08554572271387,42.064896755162245,2.917251051893408,15.252403846153847
QN1339,61953.71296071552,58.8,0.1,15.3,25.8,42.3,42846.0,21888.40857291025,2.0999999999999943,86.1,,767200.0,34.3,93.6,59.8,57.93357933579336,37.08487084870849,6.666666666666667,44.87261146496815
QN1341,61283.532262996596,26.1,0.8,19.6,50.5,42.7,34227.0,20367.010722306197,35.400000000000006,91.2,1740.0,777600.0,35.9,88.9,42.3,51.24077800134138,42.119382964453386,2.30891719745223,20.680628272251315
QN1347,110721.47926652736,18.4,9.2,14.5,50.5,40.9,32257.0,41237.27608647345,74.5,97.7,1827.0,450000.0,28.9,88.3,48.4,56.42857142857143,35.432330827067666,0.6312997347480106,5.229846768820788
QN1367,81699.88106585198,29.2,5.9,17.4,47.0,48.5,38227.0,35595.20989988454,64.6,93.1,1974.0,332800.0,24.8,95.5,35.9,60.54607508532423,33.10580204778157,2.783505154639175,5.1014656144306665
QN1377,102391.9993512642,21.1,7.3,13.3,52.9,40.4,32141.0,36238.976605999866,66.3,96.9,1773.0,557800.0,38.7,90.8,36.8,58.12229771463866,36.00988264360716,1.3036020583190395,7.210414452709882
QN1385.01,50064.90135400062,33.1,1.2,3.7,60.8,42.1,34039.0,16905.172452000643,55.1,93.1,2102.0,902500.0,39.3,92.2,38.4,64.37707247749881,31.170061582188538,2.629179331306991,11.02281089036056
QN1385.02,181.50426670262084,38.5,0.0,61.5,0.0,60.6,17864.0,0.0,,,,,,100.0,22.6,0.0,0.0,,
QN1399,49365.4057496445,33.7,0.1,4.6,61.3,48.5,44413.0,17600.870957556326,11.899999999999997,96.5,2156.0,849800.0,28.3,95.1,51.1,59.212198221092756,33.29097839898348,6.564885496183206,32.103004291845494
QN1403,66415.03269807088,31.7,0.4,6.2,61.3,47.9,35255.0,23488.9343458621,6.799999999999997,94.0,1904.0,711300.0,30.3,87.5,38.3,54.59057071960298,41.52191894127378,6.99203187250996,19.318181818181817
QN1409.01,44352.527490886656,20.8,3.1,13.7,60.3,49.8,34919.0,14336.170502104778,9.999999999999995,100.0,1370.0,822400.0,28.1,83.8,40.4,62.41610738255034,33.1096196868009,3.6486486486486487,48.888888888888886
QN1409.02,54844.81760095574,22.5,0.1,6.7,68.6,46.6,35860.0,17769.957048318276,30.5,94.2,1782.0,848600.0,32.8,90.5,38.0,65.00802568218299,30.337078651685392,3.439153439153439,15.987654320987655
QN1429,76011.60518064567,42.3,0.0,7.8,47.7,47.3,34005.0,26381.68743636771,32.0,91.6,1992.0,822600.0,30.2,92.9,30.7,69.44,28.69333333333333,4.386617100371748,10.138248847926267
QN1435,74691.62794358439,32.6,0.1,6.5,58.4,45.6,39150.0,23455.364403164753,15.400000000000002,95.7,2125.0,783700.0,38.7,96.9,47.5,55.98935226264419,40.017746228926356,4.0798226164079825,23.02694136291601
QN1441,84703.83774719099,33.4,0.4,18.6,47.7,45.7,53296.0,38501.74443054136,51.900000000000006,89.5,1829.0,622200.0,21.4,91.1,53.2,51.680672268907564,39.49579831932773,1.1347517730496455,20.01355013550135
QN1447,81579.16576807623,11.9,21.6,8.3,57.0,45.8,30227.0,26292.15956886857,48.99999999999999,90.9,1878.0,735000.0,35.9,94.8,31.9,55.43097407147862,37.281009110021024,3.4398496240601504,18.58407079646017
QN50,3444.8112809749264,18.4,0.0,81.6,0.0,40.6,18802.0,2179.370402249443,100.0,100.0,,,32.3,61.2,22.5,30.0,33.333333333333336,0.0,
QN51,146477.6648525839,27.2,2.9,13.2,53.6,33.8,33002.0,71825.86459813197,92.8,78.4,1745.0,851100.0,20.5,85.1,40.6,11.54639175257732,67.42268041237114,7.079510703363915,153.125
QN52,232161.64251435277,10.4,6.9,27.4,48.8,33.2,24388.0,65437.11187660493,85.0,91.6,1713.0,631100.0,43.1,94.3,25.8,29.272281275551922,56.74570727718724,2.175792507204611,37.402234636871505
QN53,278934.70048849256,44.3,2.4,17.4,25.6,36.0,45482.0,143247.10168448705,91.39999999999999,90.7,1758.0,881500.0,16.1,87.2,61.1,6.370721789223992,85.80142324635716,2.5078988941548186,
QN54,150334.37418160294,16.0,7.3,37.3,30.7,33.5,26652.0,44931.051444245706,50.6,93.9,1610.0,537900.0,43.2,81.9,21.4,37.6998979244641,53.249404559373936,1.6102236421725242,12.048736462093864
QN55,61746.00029349546,24.8,0.9,47.7,23.3,45.3,47537.0,28797.50433856301,92.6,87.4,1317.0,1119000.0,19.8,93.4,35.7,26.296296296296298,58.333333333333336,17.841269841269842,128.0281690140845
QN57,202793.77664295628,36.4,2.4,33.6,24.8,32.2,34207.0,88926.9006314198,95.1,89.3,1790.0,1125000.0,20.9,85.7,48.4,15.32033426183844,70.51333068046159,3.6343115124153504,39.896103896103895
QN58,114389.43056363409,25.2,8.8,48.4,13.3,41.0,31465.0,37205.81478757382,60.099999999999994,93.2,1668.0,474000.0,32.3,91.3,26.0,48.88513513513514,49.12162162162162,1.6506189821182944,7.05597788527989
QN59,229584.06267069277,59.0,1.7,22.9,13.7,34.7,44230.0,113971.48193709027,92.2,85.8,1871.0,1066200.0,15.7,83.3,51.8,20.364372469635626,68.17813765182186,3.6579572446555813,25.864811133200796
QN61,306165.4071319806,54.4,1.9,22.2,18.4,35.6,46212.0,178467.7229028164,95.30000000000001,85.3,1776.0,892400.0,14.3,87.1,60.5,7.263790278536319,84.95357728017477,1.8450658952105434,26.39097744360902
QN63,288215.4617632688,55.5,2.4,22.1,18.3,32.3,47171.0,149527.59984625122,92.9,86.0,1852.0,795100.0,17.1,76.8,62.4,8.379400640093104,81.99010765202212,2.2746628814762238,22.70833333333333
QN69,188653.52913694395,48.0,3.5,26.2,20.3,35.4,48333.0,123983.97656985962,98.2,67.8,1859.0,661100.0,15.7,84.8,55.4,13.844621513944222,76.09561752988049,2.735602094240838,23.741007194244606
QN71,184369.80194374966,56.1,3.3,17.9,14.6,34.3,54559.0,117105.69955996537,96.8,80.1,1880.0,798700.0,9.6,78.5,64.6,9.804791481810115,78.57142857142857,2.7611518915866737,58.77828054298642
QN73,299065.1026372632,52.4,2.0,19.2,23.9,32.8,52066.0,183256.26680798482,98.7,81.5,1941.0,403800.0,9.1,84.5,63.1,10.53873377900118,80.65277231616201,3.3690882496343244,37.985074626865675
QN75,329755.6398650073,56.6,1.4,14.7,24.5,36.4,53741.0,200485.431966424,97.7,83.7,1691.0,559400.0,13.1,93.5,65.8,17.49669457910974,64.78624944909652,4.197278911564626,44.48362720403023
QN77,157710.48307793046,40.4,0.9,30.8,23.5,32.3,43790.0,72652.18913342162,93.69999999999999,85.4,2397.0,590900.0,22.5,77.7,53.6,13.870029097963142,64.01551891367605,7.121212121212121,41.32867132867133
QN79,180056.81522678415,47.0,0.0,23.9,25.5,36.9,43133.0,105821.10034557371,94.60000000000001,75.0,1665.0,664900.0,17.3,89.6,45.9,18.380281690140844,62.04225352112676,6.56072644721907,60.57471264367816
QN81,122410.33739418561,38.3,2.9,42.9,12.3,34.6,53801.0,72828.84533696623,97.2,78.1,2168.0,816300.0,19.0,81.3,47.6,26.466753585397655,55.28031290743155,10.589622641509436,47.241379310344826
QN83,135626.31842759988,32.9,3.5,38.4,19.1,34.3,38692.0,75498.08759294786,90.5,71.8,1698.0,602600.0,20.2,86.0,37.5,22.48062015503876,61.70542635658915,4.9120603015075375,52.827586206896555
QN637,53366.12660227889,66.1,4.1,23.7,5.9,45.1,36322.0,19405.864219010506,38.8,90.1,1801.0,633000.0,33.6,98.2,24.8,60.66869300911854,35.6838905775076,4.599659284497444,14.498997995991985
QN638,54653.65767826435,3.1,78.8,14.2,0.7,41.7,34125.0,16368.117615248113,11.899999999999997,97.8,1629.0,443000.0,32.3,94.4,29.2,58.162100456621005,33.618721461187214,2.2410865874363326,9.018645731108931
QN639,128867.77220956098,52.2,4.8,28.2,10.1,37.2,35580.0,49844.682185558086,70.6,95.4,1421.0,550300.0,26.6,98.4,37.7,65.39643515673018,27.59680393362016,7.282850779510022,14.680451127819547
QN641.01,284247.5099260578,62.0,0.7,21.1,14.4,44.7,36791.0,126054.48618580202,90.19999999999999,90.3,1316.0,237200.0,24.3,89.8,40.5,49.801587301587304,45.138888888888886,3.78021978021978,28.784860557768923
QN1451.01,48147.00598371212,51.6,0.0,2.9,45.4,46.7,33478.0,18626.525828658814,23.599999999999998,94.0,1989.0,824000.0,23.4,96.8,36.2,66.73596673596674,25.155925155925157,23.96694214876033,47.07165109034268
QN1451.02,75686.88881880206,21.5,5.5,7.1,64.0,39.4,34077.0,26263.10468347231,47.599999999999994,92.6,2088.0,688400.0,36.9,88.8,36.0,62.83185840707964,33.1858407079646,4.155555555555556,18.122065727699532
QN1459,81657.75264475968,33.6,0.3,21.7,41.9,48.4,32895.0,28575.852919116685,28.4,95.3,1850.0,750000.0,22.5,95.8,30.6,52.35294117647059,36.1764705882353,4.695121951219512,15.603932584269666
QN1463,98338.08416252374,41.8,3.4,14.5,40.4,46.1,34661.0,35288.15440407448,67.6,86.2,1492.0,655800.0,29.9,88.8,33.4,52.72331154684096,37.690631808278866,7.976878612716765,21.542699724517906
QN1467,79786.8290705823,45.9,0.0,12.9,41.2,37.5,47432.0,41096.76686377072,90.7,94.7,1780.0,825000.0,15.7,88.2,43.7,51.740989615149665,42.57788637751985,1.836441893830703,18.984651711924435
QN1471,82922.69895778547,46.2,1.3,6.0,43.9,48.1,40014.0,36238.57967452586,68.1,87.5,1894.0,684300.0,23.5,93.6,50.1,66.00133067198935,27.877578176979373,5.58472553699284,11.804435483870968
QN1479,53010.226704565146,40.5,2.6,18.5,35.0,42.7,45780.0,21749.887536539434,52.49999999999999,97.5,2103.0,654300.0,27.2,92.1,51.6,52.03319502074689,40.4149377593361,2.597535934291581,9.673046251993618
QN1483,23109.567107303774,60.3,0.3,8.1,30.1,52.2,65176.0,8805.541949507127,15.3,99.4,2429.0,958800.0,22.6,96.1,58.5,52.38095238095238,38.59275053304904,3.3517495395948433,15.671641791044776
QN1507.01,37275.953507913415,51.3,0.4,13.8,32.4,50.2,54496.0,14254.737161623014,17.799999999999994,86.8,2170.0,904800.0,26.6,95.5,52.8,66.99029126213593,28.779472954230236,2.674698795180723,13.312629399585921
QN1507.02,38207.48880327666,58.2,0.9,9.4,31.0,46.5,47050.0,16070.316451329274,37.4,86.7,1796.0,784300.0,27.6,94.3,43.1,59.04907975460123,25.0,7.208588957055214,22.90909090909091
QN1529.01,52958.102327642,32.3,6.2,11.5,48.8,52.8,42377.0,20483.360862701324,68.2,98.1,2036.0,460100.0,20.3,95.3,45.6,65.58752997601918,26.468824940047963,0.4416761041902605,6.133455210237661
QN1529.02,51324.487973931326,42.0,1.5,4.9,45.9,51.8,39481.0,23419.71085954767,79.3,94.4,2086.0,283800.0,18.9,91.3,47.5,69.83857264231096,23.40696686491079,0.4537205081669691,7.25669099756691
QN1567,12230.476388398398,19.0,22.5,19.3,37.8,50.5,17250.0,1985.3685339283643,68.7,96.6,1463.0,625000.0,27.7,81.8,18.6,65.2037617554859,34.1692789968652,6.7889908256880735,40.57692307692308
QN1571.01,72773.63956775995,25.7,1.7,19.0,52.0,37.0,34309.0,22864.04735884535,27.0,96.9,1887.0,587200.0,34.0,92.3,37.4,63.61556064073226,31.487414187643022,1.3372093023255816,4.776978417266187
QN1571.02,79048.0916853391,15.9,1.4,14.7,62.1,35.3,35079.0,20468.42478687507,40.4,92.9,1852.0,625900.0,55.1,94.7,35.8,68.08731808731808,25.571725571725572,4.959349593495935,21.00763358778626
QN1579.01,59350.50947773359,28.9,4.2,10.8,50.7,50.8,47992.0,21491.599824679004,19.800000000000004,92.2,1434.0,605400.0,22.6,95.0,44.2,78.05071315372425,16.08557844690967,3.6945812807881775,7.370558375634517
QN1579.02,61499.71855956371,28.3,1.9,5.7,54.3,45.4,34695.0,17620.287492362288,7.1999999999999975,97.5,2837.0,645800.0,35.2,96.6,40.9,71.6804979253112,23.28838174273859,3.0512249443207127,9.442836468885673
QN641.02,0.0,,,,,,,0.0,,,,,,,,,,,
QN645,67358.76964869151,54.3,3.5,24.0,16.7,41.0,42050.0,27859.335448887978,43.5,91.1,1662.0,737800.0,25.6,90.2,52.2,40.46783625730994,47.485380116959064,4.014778325123153,39.624277456647405
QN646,79544.38145501107,0.6,90.3,3.8,1.0,43.0,33550.0,27557.210107565996,18.699999999999996,94.9,1603.0,465600.0,34.6,94.1,29.4,55.94059405940594,39.533239038189535,3.649373881932022,15.486725663716815
QN650,73758.57764704118,2.8,91.1,3.1,0.0,42.9,38654.0,24693.790765858426,21.800000000000004,90.2,1654.0,468000.0,34.8,93.9,29.4,70.88703563305535,28.582259287338893,4.641909814323608,13.657754010695188
QN654,61182.66407562292,1.0,71.6,23.0,2.7,33.5,29056.0,15627.301294831239,42.0,96.8,1724.0,501800.0,45.7,94.9,22.2,59.34782608695652,30.652173913043477,1.3120567375886525,12.573260073260075
QN655.01,0.0,,,,,,,0.0,,,,,,,,,,,
QN656,93243.6122884617,4.0,79.3,10.2,2.2,43.0,33000.0,31600.68455124467,56.699999999999996,88.7,1780.0,467000.0,44.2,91.8,26.0,55.10204081632653,39.15816326530612,1.5635179153094463,8.587962962962964
QN657.02,133679.99731842437,69.1,0.0,28.2,2.0,45.6,37818.0,57270.2319255403,85.8,95.2,1571.0,631800.0,24.4,97.5,33.3,42.82560706401766,46.688741721854306,6.57210401891253,40.64432989690721
QN659,104451.772736824,78.8,0.0,8.3,8.5,45.7,46055.0,40638.614339751584,39.50000000000001,95.4,1791.0,672400.0,25.9,91.4,35.7,55.114200595829196,34.955312810327705,1.8465909090909092,20.144144144144143
QN660,92208.9696781337,3.7,76.1,14.1,2.4,43.4,27426.0,29847.026351511635,39.2,93.9,1796.0,460800.0,35.3,96.1,21.1,49.90316333118141,44.28663653970303,3.498542274052478,11.177231565329885
QN661,132941.59453721606,83.5,2.5,11.4,1.6,48.0,42953.0,53273.49872165306,43.1,93.6,1732.0,704200.0,25.6,97.2,33.2,55.76679340937896,35.99493029150824,3.5915492957746475,39.06818181818181
QN663,56817.381480655466,75.2,0.2,6.2,16.5,49.5,49648.0,20032.689175965497,15.0,99.5,2065.0,695300.0,29.7,93.3,44.1,59.72006220839813,32.65940902021773,5.547619047619047,19.791666666666668
QN1267,65222.242169754616,33.1,14.6,22.7,23.8,20.0,14304.0,10469.30392758784,20.200000000000003,89.8,1625.0,697100.0,28.2,57.0,39.1,38.12025685931115,29.947460595446586,2.807017543859649,16.094946401225116
QN665.01,136105.03411483366,77.5,0.8,16.2,1.8,44.7,38675.0,48976.81753035591,69.3,92.8,1639.0,799500.0,35.4,87.4,37.3,45.42528735632184,51.67816091954023,1.8149466192170816,12.864372469635628
QN667.01,119138.52477641181,72.9,0.0,24.1,2.9,41.4,37189.0,47144.816232951525,42.99999999999999,91.9,1557.0,648800.0,33.0,90.6,26.0,55.64325177584846,35.59589581689029,1.419068736141907,22.680851063829785
QN669,110399.08119702565,84.8,0.0,8.7,6.5,38.5,36549.0,48207.15055923715,61.400000000000006,80.9,1719.0,682500.0,36.2,94.9,33.5,49.445983379501385,35.73407202216067,8.13953488372093,52.324929971988794
QN677,108997.66776908645,80.5,0.0,6.1,13.5,45.3,45998.0,40577.4642093094,26.60000000000001,94.7,1826.0,705500.0,28.8,88.2,39.4,55.21844660194175,37.74271844660194,12.218649517684888,33.20879120879121
QN679,185247.18356247645,44.2,1.1,42.0,7.1,40.6,29160.0,74073.2867974267,78.19999999999999,96.3,1393.0,650700.0,32.0,91.0,27.6,35.902536051715565,47.936350074589754,3.298755186721991,21.21883656509695
QN1579.03,74226.19878755129,30.0,3.1,6.1,57.2,49.9,28826.0,22059.63174259856,22.5,96.9,1643.0,614100.0,30.5,96.3,39.0,70.27446918694977,20.66286897980321,2.781954887218045,9.999999999999998
QN1617,72580.313250913,35.8,12.9,19.8,29.5,44.4,42098.0,23441.520743365007,20.999999999999993,97.7,2261.0,583000.0,32.6,90.7,40.0,70.08771929824562,27.280701754385966,0.5305466237942122,8.779724655819773
QN1621,96316.09719749253,18.1,6.3,26.9,39.2,34.1,28651.0,32120.502632890013,47.900000000000006,87.9,1584.0,580600.0,44.9,92.5,33.7,67.4298613350532,24.37923250564334,1.5211640211640212,7.034911525585845
QN972.02,63146.20534027968,2.4,74.6,18.2,0.2,26.3,13948.0,24329.861469343054,100.0,95.5,1148.0,,42.8,93.5,11.7,17.369970559371932,71.7369970559372,4.186046511627907,48.70056497175141
QN769.01,261652.50864024012,46.3,3.9,18.8,26.4,41.4,63721.0,136496.28258768143,92.89999999999999,88.6,1822.0,348300.0,22.6,90.4,64.0,17.13330547430004,74.34183033848726,1.843732433951658,18.512195121951216
QN1072.02,0.0,,,,,,,0.0,,,,,,,,,,,
QN125,117214.50474174642,57.8,4.8,22.6,11.7,37.1,38195.0,51755.326157252384,93.3,91.1,1794.0,901000.0,20.5,89.0,45.1,17.769002961500494,73.8400789733465,6.778074866310161,71.11111111111111
QN294,70798.96425722861,1.5,82.6,9.9,5.4,37.0,30449.0,26236.073326178714,61.60000000000001,88.0,1594.0,498300.0,37.8,90.2,22.3,59.15119363395225,33.92278219864427,1.7549956559513467,5.909317389138017
QN613.01,86573.00603252012,53.2,0.3,40.2,5.8,36.2,29123.0,31270.012976566824,88.6,90.8,1531.0,672700.0,34.3,96.1,29.5,30.509065550906556,61.29707112970711,1.4448236632536975,15.737142857142855
QN657.03,110581.22518382629,79.5,0.1,17.1,3.0,42.3,37099.0,47156.086922891685,62.3,85.5,1551.0,681000.0,31.0,90.1,38.1,51.62822252374491,34.19267299864315,4.682539682539683,19.513797634691194
QN723,46943.37771298632,54.1,3.5,8.0,32.8,49.2,81268.0,20655.086193713985,30.700000000000003,92.5,2917.0,1146000.0,21.1,92.3,73.0,35.163776493256265,44.02697495183045,7.899343544857767,49.83561643835616
QN849,245271.71978473183,0.7,6.3,19.1,72.0,37.9,17497.0,93436.84563227878,93.7,88.8,1585.0,410600.0,33.9,89.6,11.5,33.44795248515161,42.10690840887777,3.236822568671121,11.36448598130841
QN869,32992.24357950327,2.2,0.0,5.9,91.3,37.4,21564.0,14940.586872253882,93.5,84.0,1774.0,560500.0,25.1,87.9,10.3,35.714285714285715,40.43583535108959,7.904191616766467,52.881355932203405
QN33,75576.70767295152,31.1,2.2,28.7,33.1,31.8,51622.0,51224.44826586432,94.10000000000001,67.5,2473.0,863200.0,14.3,73.8,56.7,12.456293706293707,70.58566433566433,5.077399380804953,60.7017543859649
QN85,34809.52849341106,37.6,6.0,40.0,16.2,31.8,21936.0,19119.6164431533,94.7,69.1,1625.0,491700.0,32.8,82.1,40.6,32.04819277108434,34.69879518072289,50.138888888888886,107.5187969924812
BX151,272792.19607374974,1.4,46.2,52.2,0.0,31.1,15388.0,102457.64531381747,92.5,92.3,1109.0,453200.0,41.4,95.9,17.7,27.858212680978532,60.55916125811283,1.5004122011541632,22.419354838709676
BX376,187178.43918848096,9.9,34.9,49.7,2.0,38.3,26535.0,71224.93179862088,77.8,92.8,1311.0,394200.0,29.9,87.2,28.0,27.157894736842106,58.31578947368421,3.7184115523465704,61.78294573643411
BX248,119216.42070833755,48.2,11.5,29.3,9.8,43.8,31651.0,46129.55070293373,83.6,94.5,1418.0,498900.0,22.5,93.6,34.3,40.821736249171636,51.62359178263751,3.0808729139922977,22.15909090909091
BX233.01,354165.52671921585,0.0,32.7,63.2,2.0,33.0,17516.0,146106.70869710826,97.69999999999999,97.1,1119.0,458300.0,31.8,95.3,16.1,22.048192771084338,68.37349397590361,3.374449339207048,47.759562841530055
BX194,29191.1071573432,15.1,9.8,66.2,4.3,34.3,22155.0,9574.68314760857,67.10000000000001,94.7,1645.0,479400.0,43.6,88.8,28.4,46.0390355912744,43.28358208955224,4.562334217506632,30.0
BX456,42041.832896423395,13.9,54.7,27.9,1.8,43.8,42358.0,14714.641513748187,55.3,87.7,1400.0,506800.0,38.2,93.0,26.5,57.753357753357754,37.85103785103785,1.1935483870967742,13.985200845665965
BX50.01,506257.5320876998,0.9,24.4,71.9,1.0,32.0,16260.0,183193.97229759072,96.7,91.0,1297.0,498100.0,39.2,92.5,13.1,20.19704433497537,65.76354679802955,2.3782771535580522,47.073170731707314
BX50.02,528457.0552518619,1.1,18.2,79.0,1.0,30.3,14733.0,191839.73929922743,98.8,95.2,1235.0,497100.0,43.7,93.0,15.4,15.297029702970297,78.86138613861387,1.1487758945386062,32.362459546925564
BX53,783027.9064318973,1.1,49.1,48.4,0.1,23.4,9339.0,272489.86678409524,100.0,99.1,1156.0,,55.2,97.8,10.3,13.765182186234817,61.03238866396761,3.1674958540630187,106.25
BX230,189232.70980983807,19.0,17.8,51.7,9.2,30.6,20371.0,70573.94066783754,90.7,94.8,1363.0,566500.0,37.7,97.3,24.1,38.032786885245905,47.622950819672134,4.6815834767641995,27.543103448275865
BX132,129800.07520233204,28.1,16.5,52.3,1.9,43.3,43458.0,45212.264918524066,48.0,97.9,1478.0,489400.0,33.3,97.6,34.4,64.47695280154568,30.803201766491856,1.5143369175627237,5.9160958904109595
BX79,390900.7632764689,0.1,27.3,69.9,0.0,26.7,13895.0,138185.7038794529,98.5,96.1,683.0,,47.1,94.7,8.8,16.936208445642407,61.23090745732255,3.4336023477622892,33.289124668435015
BX89,316175.2534911804,1.5,23.3,75.2,0.0,32.9,16556.0,126745.20727272304,96.6,91.2,1032.0,,30.4,84.2,16.5,20.40104620749782,48.648648648648646,6.54121863799283,
BX216.01,309450.9511930272,4.2,23.2,62.8,3.2,33.5,18147.0,115388.49027536607,95.8,95.3,1321.0,477000.0,40.3,92.2,9.3,27.471910112359552,67.52808988764045,2.487520798668885,35.29652351738241
BX38,229210.83115223906,0.0,23.9,76.1,0.0,37.4,23494.0,75724.46718066564,74.19999999999999,93.0,990.0,500000.0,41.2,96.6,6.3,50.303030303030305,46.464646464646464,6.608695652173913,
