ITZ_GEOID,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
QN1181,112036.19396468035,44.6,5.4,12.4,38.3,34.5,22095.0,36720.52420299071,61.3,95.0,1444.0,588200.0,40.3,87.7,26.5,45.076586433260395,52.29759299781182,3.744769874476987,39.78155339805825
QN1185,142989.67668623506,29.4,2.0,21.3,52.6,39.5,22583.0,48287.6346305772,84.1,97.4,1562.0,618600.0,33.8,91.3,22.4,49.61580680570801,44.34687156970362,4.034653465346534,28.80530973451327
QN1187,147861.12421170252,23.8,2.1,23.6,58.5,41.8,23455.0,46738.37246660737,66.2,97.2,1387.0,686300.0,33.7,91.7,28.6,29.23076923076923,57.19457013574661,2.151898734177215,41.88854489164087
QN1189,145592.67219107033,17.0,2.1,6.5,75.6,35.5,22334.0,42449.01439841948,71.10000000000001,96.0,1331.0,781100.0,41.5,92.0,32.7,37.182852143482066,47.94400699912511,4.890510948905109,42.65882352941178
QN1191,162681.9852215868,36.4,1.2,25.4,54.6,40.6,22387.0,60573.079603782324,79.89999999999999,91.6,1524.0,671600.0,28.3,89.6,27.6,59.73421926910299,34.883720930232556,5.542857142857143,17.54171301446051
QN1193,128497.51414113714,42.9,2.9,21.7,36.8,35.6,23160.0,43495.38871523411,61.0,93.3,1229.0,678400.0,42.8,90.5,46.1,70.5952380952381,19.047619047619047,12.124999999999998,18.431703204047217
QN249,325473.8949859187,41.9,2.9,29.1,43.6,39.7,26399.0,124837.02509419048,88.5,91.6,1291.0,324100.0,25.2,87.5,38.7,22.3706748886605,68.448098663926,3.273273273273274,22.251148545176115
QN251,281718.08585475566,62.0,0.2,49.1,24.9,38.0,26946.0,114340.12575471868,90.39999999999999,94.8,1232.0,229700.0,25.6,90.9,33.9,17.9813401187447,72.74526434831779,1.869413136416634,18.349056603773583
QN255,55692.60295339932,45.6,0.0,17.6,45.1,33.1,33339.0,24823.269630597228,80.0,93.3,1361.0,242400.0,22.7,91.1,42.1,17.364341085271317,77.05426356589147,11.911468812877263,178.57142857142858
QN257,104408.36812803232,50.9,0.9,34.4,40.5,35.8,30608.0,44246.881913451834,81.4,81.6,1436.0,431800.0,31.4,92.1,31.8,19.862068965517242,72.13793103448276,12.848948374760994,107.91666666666666
QN258,72900.16952267339,3.3,94.7,0.3,0.7,27.0,22231.0,27597.55895639132,45.4,75.9,1478.0,326800.0,52.8,78.5,20.9,55.78583765112263,42.141623488773746,5.327868852459017,22.229102167182663
QN259,202703.02787077523,46.8,0.8,41.5,41.0,33.1,24079.0,70347.84423551593,95.0,97.3,1347.0,288600.0,30.6,89.8,31.0,15.526992287917738,77.6349614395887,4.311258278145696,60.89403973509933
QN260,146214.18326384487,2.4,75.5,13.4,4.5,29.0,15212.0,41335.82977124793,70.2,90.1,853.0,377100.0,65.8,83.7,13.5,47.362514029180694,32.77216610549944,8.767123287671232,35.45023696682465
QN261,353080.2912817647,38.8,4.2,36.3,48.2,34.0,20844.0,125671.00378497498,94.0,95.4,1172.0,556700.0,34.8,93.8,30.7,15.590969455511289,77.71580345285524,1.7395762132604238,31.26064735945486
QN262,111247.51722583543,2.9,72.1,19.4,3.8,27.5,16494.0,34154.939499160006,35.400000000000006,89.7,1718.0,382200.0,46.8,82.0,8.2,28.160919540229884,71.83908045977012,6.56,102.10884353741497
QN263,316413.4980650452,35.1,0.3,28.1,51.3,34.3,23421.0,114916.61462259605,91.8,98.1,1318.0,396900.0,27.2,81.3,29.1,11.926947446887812,81.5132314573239,1.508916323731139,36.49999999999999
QN456,84085.1922888632,24.2,1.8,9.0,65.5,36.8,21852.0,25279.200552552968,56.2,98.1,1196.0,618900.0,51.9,90.6,48.2,46.91943127962085,52.29067930489732,4.19939577039275,45.993265993266
QN2,230300.23626385166,33.2,2.4,62.3,18.8,32.9,17119.0,67682.87122389203,67.4,91.0,1318.0,447300.0,54.3,95.7,23.3,28.874269005847953,61.54970760233918,2.5890736342042757,45.51898734177215
QN7,79512.35071571195,74.7,2.3,20.4,16.9,34.2,49243.0,49255.78804892837,92.60000000000001,86.2,1450.0,728700.0,16.5,84.5,58.6,14.726166328600407,79.35091277890467,4.473415132924336,21.68044077134986
QN6,173748.37780473984,31.3,15.0,57.3,18.6,32.4,18838.0,54450.19992493147,67.0,87.6,1364.0,401600.0,53.9,74.6,15.3,33.60234776228907,56.63976522377109,2.1373056994818653,30.82969432314411
QN1,40472.62242993491,65.5,8.5,11.3,18.7,31.7,75244.0,21939.926252134483,99.4,87.2,,504700.0,15.6,68.0,73.4,16.679021497405486,74.83320978502594,4.40316988608222,24.244444444444444
QN4,228206.56695667762,35.8,8.9,66.2,14.9,33.1,21369.0,69136.11896487657,68.5,96.5,1228.0,461600.0,52.5,88.3,18.4,37.84383318544809,57.18722271517303,2.3584173778122577,15.087924970691674
QN8,201243.87235034263,40.0,2.7,70.0,13.0,30.0,20953.0,60673.69496051469,44.3,93.6,1373.0,449300.0,53.2,71.4,18.6,42.17365623154164,50.3248670998228,4.178403755868545,17.42296918767507
QN10,238232.35276354363,34.2,8.9,53.0,22.7,31.4,19718.0,71556.48141286601,70.80000000000001,92.9,1201.0,510200.0,48.9,90.5,20.5,41.258278145695364,52.847682119205295,1.8170426065162908,21.02728731942215
QN12,197027.35326372035,55.5,5.5,51.2,13.3,36.8,24790.0,64538.54140095889,64.10000000000001,96.0,1228.0,517500.0,44.1,92.9,19.3,50.30743432084964,44.10285075461152,1.356147021546261,18.177777777777777
QN14,206504.41930016654,44.5,0.8,64.9,10.9,29.0,19018.0,60745.497394918275,67.1,90.5,1373.0,495100.0,47.6,88.8,21.7,24.408540103866127,63.76226197345643,1.8914027149321266,31.74940898345154
QN16,210375.83329292614,22.6,5.5,65.8,13.9,37.1,20754.0,59041.64723621128,28.4,98.4,1361.0,433300.0,50.9,86.9,19.4,49.91273996509599,43.36823734729494,2.1730382293762576,16.32867132867133
QN18,188660.268995996,25.8,1.0,60.1,26.7,31.7,21130.0,58914.53453339353,52.6,98.3,1163.0,432400.0,54.6,87.8,31.7,32.36641221374046,49.847328244274806,4.4257274119448695,32.570754716981135
QN1195,86176.76858262933,45.2,0.0,18.0,35.9,44.1,24309.0,28251.882576231386,30.400000000000002,92.0,1560.0,616500.0,41.8,83.0,39.9,63.758389261744966,31.711409395973153,1.1111111111111112,28.684210526315784
QN1199,102059.13205578894,25.1,1.5,10.9,53.8,41.1,23752.0,32754.6756769437,35.7,90.2,1179.0,658800.0,43.9,99.4,32.4,55.511811023622045,34.645669291338585,9.621212121212121,39.21985815602836
QN1201,95418.99677536322,26.9,0.9,4.6,68.6,44.2,20064.0,33700.615204595044,42.8,95.5,1208.0,650600.0,27.7,93.9,32.2,45.5160744500846,42.47038917089679,12.988047808764938,62.304832713754635
QN1203,86983.10321961487,28.2,11.0,14.1,60.0,40.2,27735.0,30183.780269886527,57.8,87.8,1644.0,716000.0,30.0,87.9,37.4,43.812709030100336,56.187290969899664,8.422619047619046,22.74809160305343
QN1205,136148.27649846804,14.3,2.1,4.7,79.9,42.9,18440.0,54235.76769035924,80.39999999999999,88.5,952.0,679600.0,32.8,92.8,25.6,38.13273340832396,48.14398200224972,4.742990654205608,31.179941002949857
QN1207,46358.77429313474,45.8,4.1,14.3,42.7,44.6,34465.0,15002.084907067416,37.3,93.5,1485.0,609300.0,28.7,95.5,35.8,62.3179227359088,31.918936035465485,8.61111111111111,11.08739837398374
QN1211,0.0,,,,,,,0.0,,,,,,,,,,,
QN1215,69545.08631771855,27.9,1.7,18.0,53.6,42.4,23367.0,23905.589051431165,49.0,89.6,1357.0,546600.0,30.4,93.2,39.2,55.10401548137397,40.203193033381716,2.5511432009626955,12.001755926251098
QN1223,80560.40066336871,52.4,0.0,17.8,35.6,39.2,32658.0,27453.423213950144,38.7,97.0,1561.0,661500.0,29.3,88.5,38.8,65.14254975793438,29.155459924690692,4.538745387453875,9.81007431874484
QN1227.01,156341.1750143711,37.4,10.5,19.4,38.3,39.1,23987.0,64797.19241924399,86.1,92.7,1110.0,448500.0,36.6,92.0,29.1,48.84551297310164,43.84670316591288,1.216069489685125,7.115009746588694
QN1227.02,155908.73504672782,24.7,36.3,29.5,15.9,35.8,13737.0,66517.87685148296,94.10000000000001,96.8,485.0,441400.0,37.4,92.9,18.8,33.69351669941061,61.44400785854617,1.342925659472422,19.358600583090382
QN1241,79231.12198292724,55.4,2.0,9.2,37.7,42.6,30687.0,29021.20344962885,26.8,90.9,1116.0,580300.0,27.8,88.9,46.6,43.82566585956417,52.17917675544794,1.7981438515081207,21.07734806629834
QN1247,88058.5314893014,44.6,9.1,6.1,40.3,39.8,30507.0,27201.443407042632,7.399999999999999,99.3,,616000.0,41.2,88.3,44.9,61.05452366686639,35.88975434391851,3.8731218697829717,14.573110893032384
QN1257,113447.02083102812,25.0,19.8,15.1,48.6,42.4,22451.0,34864.364606448034,61.5,95.8,1296.0,603400.0,38.7,83.2,31.7,46.80581910183428,43.13725490196079,4.164222873900293,21.06756756756757
QN1265,90723.63890002167,49.2,2.8,10.4,29.9,34.0,22793.0,32363.09052742518,37.4,100.0,989.0,559900.0,37.5,94.1,38.1,50.672645739910315,33.29596412556054,10.067340067340067,29.115044247787612
QN1551.01,40929.754326908806,98.8,1.2,2.6,0.0,79.5,75964.0,41271.40503080621,100.0,74.8,1527.0,431800.0,0.0,90.8,64.4,86.58008658008659,0.0,,30.550000000000004
QN1283,283.0671229345711,100.0,0.0,0.0,0.0,45.9,52502.0,136.08996294931302,100.0,100.0,,149000.0,0.0,50.0,34.2,30.76923076923077,69.23076923076923,0.0,
QN1291.02,34313.52026540608,82.7,0.1,4.7,13.6,44.9,43710.0,13093.739558374924,18.599999999999994,95.9,1742.0,630300.0,29.5,89.2,61.5,73.70218579234972,20.42349726775956,3.3444816053511706,9.128822984244673
QN19,10915.532653524093,55.4,2.6,34.2,20.2,32.5,45921.0,6207.828067758393,85.5,88.4,1650.0,597900.0,25.1,64.5,70.9,2.559055118110236,89.96062992125984,18.183807439824946,
QN20,119652.71242866,25.9,9.5,57.1,18.7,36.6,24338.0,38743.97959933615,54.900000000000006,93.5,1369.0,423400.0,43.9,89.4,33.4,30.319888734353267,64.11682892906815,3.1019522776572668,72.3394495412844
QN22,135053.0540088812,42.7,2.1,49.7,18.5,39.1,24248.0,55768.5387443682,77.10000000000001,95.3,1126.0,611900.0,29.5,92.7,24.0,20.25819265143992,62.66137040714995,4.088748019017433,93.52941176470588
QN24,188393.2807819361,45.3,22.4,51.9,11.2,30.4,22800.0,57663.670315856405,61.3,88.2,1328.0,403300.0,56.1,95.6,21.7,29.243827160493826,64.19753086419753,1.4182692307692308,50.47493403693932
QN25,372179.2757569625,30.4,46.6,48.8,5.6,36.2,13333.0,171720.0999173937,100.0,98.2,497.0,247700.0,34.0,95.9,8.7,21.361940298507463,72.43470149253731,2.5563425627817127,40.34934497816594
QN26,147973.77354593563,39.2,23.3,39.4,7.6,33.8,27719.0,45519.20503182099,62.8,96.2,1060.0,547100.0,40.9,85.8,30.4,33.52769679300292,59.28085519922254,1.098360655737705,25.59420289855073
QN28,153520.25298936787,46.0,10.3,50.6,18.4,36.0,19730.0,46534.4676200067,81.3,91.3,1228.0,466400.0,37.1,94.7,20.9,33.47309573724668,52.760307477288606,2.794701986754967,36.26304801670146
QN30,159894.32427927142,32.5,13.8,38.3,30.3,34.0,24970.0,45238.39418633045,45.1,97.4,1206.0,442700.0,42.9,94.0,27.7,51.86846038863976,40.35874439461883,4.925925925925926,24.14985590778098
QN31,72428.88053872189,71.6,1.8,33.1,11.4,34.3,27101.0,36018.68653817521,82.60000000000001,91.8,1268.0,493800.0,16.0,83.7,23.1,15.46526867627785,61.99213630406291,12.198731501057082,159.23728813559322
QN32,82002.52522754211,46.3,11.9,42.3,13.9,39.1,21733.0,30533.540422509785,73.0,78.9,1273.0,407100.0,39.6,92.0,21.0,47.30434782608695,47.82608695652174,10.145454545454545,59.9264705882353
QN34,113079.81258768919,29.7,6.5,60.4,16.0,35.7,22264.0,37676.50339331815,47.3,83.6,1554.0,426800.0,45.2,96.3,13.2,48.40370751802266,36.8692070030896,10.530726256983241,23.999999999999996
QN36,186927.01333641913,19.7,14.7,48.9,28.8,28.2,18799.0,68169.16033381887,83.89999999999999,79.1,1429.0,562800.0,66.6,85.9,19.3,38.95522388059702,55.97014925373134,2.213333333333334,29.904214559386972
QN37,0.0,,,,,,,0.0,,,,,,,,,,,
QN38,152657.48492584372,33.6,2.2,55.8,25.7,29.0,17606.0,47648.19457469311,76.6,91.9,1319.0,470300.0,59.6,71.9,13.8,32.29604709840202,56.433978132884775,4.828614008941877,42.16145833333333
QN39,104438.56742347732,59.9,17.9,54.8,11.3,34.0,14658.0,36033.50292591223,92.9,91.3,981.0,573400.0,39.2,73.0,20.9,22.160148975791433,74.11545623836126,12.814070351758794,135.2941176470588
QN40.01,126579.75823465081,29.2,10.0,60.3,15.8,33.0,23650.0,43531.08758801406,73.6,90.6,1245.0,446900.0,43.5,87.1,20.7,28.666666666666668,59.04761904761905,3.9516129032258065,49.70099667774086
QN40.02,99871.16187687682,46.7,7.8,30.7,22.9,27.2,19345.0,32762.409530561425,79.4,93.4,1194.0,462500.0,55.9,72.8,16.4,23.322147651006713,62.58389261744966,15.737265415549597,135.68345323741008
QN42,229641.4106287569,30.8,9.1,38.8,30.5,31.8,20956.0,67930.43366130324,76.7,90.5,1182.0,486800.0,55.3,79.2,16.7,22.57885998893193,62.81128942999447,1.8237885462555066,47.156862745098046
QN43,144999.25572907046,26.0,37.5,44.9,3.0,31.8,11131.0,67867.96976106428,94.69999999999999,97.4,459.0,102500.0,34.9,90.8,10.6,29.159802306425043,52.22405271828666,6.8454258675078865,106.55367231638421
QN44.01,140114.8391692567,17.6,9.8,28.7,51.3,37.0,18197.0,41993.24150396252,83.4,98.0,1261.0,589200.0,49.4,86.3,22.1,33.26488706365503,58.86379192334018,2.9186046511627906,37.57201646090535
QN45,131243.96949580836,72.4,7.6,12.8,18.6,49.3,45799.0,73021.85872580331,95.6,91.8,300.0,252600.0,21.9,94.7,47.0,18.32191780821918,72.94520547945206,5.692488262910799,77.10280373831775
QN47,243321.42264161183,44.9,31.5,36.4,10.3,37.1,19273.0,112953.50345233758,96.2,98.6,500.0,618400.0,30.4,92.4,21.7,17.787418655097614,64.49746926970354,5.874439461883408,47.15447154471545
QN1301,60155.02666206264,42.6,12.2,12.9,36.9,39.7,30628.0,25539.394776362056,65.5,88.5,948.0,228300.0,27.2,94.9,38.3,73.88724035608308,24.579624134520277,1.529175050301811,12.1285140562249
QN1333,55291.939912346876,59.5,1.6,7.8,36.3,44.0,38594.0,21578.097490988675,33.5,91.2,1616.0,638600.0,36.0,95.6,55.7,59.96321275291233,36.60331085223789,2.1273031825795643,15.39877300613497
QN1339,70375.99191159621,50.7,0.0,12.8,39.4,44.7,31308.0,22316.660044988927,4.399999999999999,91.5,,633400.0,39.9,93.5,51.5,51.48809523809524,42.26190476190476,8.169014084507042,38.49710982658959
QN1341,59750.53145594129,36.7,1.8,7.4,56.3,45.4,29629.0,19162.510088191313,23.099999999999998,99.3,1614.0,635700.0,30.8,92.7,37.9,60.0132625994695,36.53846153846154,3.5027223230490017,12.61878453038674
QN1347,99825.36877949793,24.8,12.1,16.9,51.1,35.2,29974.0,41146.22223839243,85.69999999999999,97.4,1422.0,465500.0,35.3,83.9,48.1,63.55450236966825,29.597156398104264,1.7453963170536433,4.973900074571215
QN1367,81853.6098875633,41.5,0.5,4.0,54.4,42.7,32129.0,34994.269960467565,70.30000000000001,95.6,1453.0,282200.0,28.6,91.8,42.9,66.2676822633297,26.115342763873777,1.1805555555555556,7.252326217843459
QN1377,99042.66117228841,36.4,2.1,11.8,55.7,34.6,27107.0,34542.745253557194,74.80000000000001,99.0,1509.0,487700.0,42.2,81.4,41.8,61.59021406727829,26.269113149847094,0.5122235157159488,7.125124131082423
