,2011_2016_percent_upzoned,2011_2019_percent_upzoned,2016_2019_percent_upzoned,2011_2016_average_years_since_upzoning,2011_2019_average_years_since_upzoning,2016_2019_average_years_since_upzoning,d_2011_2016_resid_units,d_2011_2019_resid_units,d_2016_2019_resid_units,orig_percent_residential,orig_percent_limited_height,orig_percent_mixed_development,orig_percent_subsidized_properties,d_2011_2019_pop_density,d_2011_2019_resid_unit_density,d_2011_2019_per_capita_income,d_2011_2019_percent_non_hispanic_or_latino_white_alone,d_2011_2019_percent_non_hispanic_black_alone,d_2011_2019_percent_hispanic_any_race,d_2011_2019_percent_non_hispanic_asian_alone,d_2011_2019_percent_multi_family_units,d_2011_2019_percent_occupied_housing_units,d_2011_2019_median_gross_rent,d_2011_2019_median_home_value,d_2011_2019_percent_households_with_people_under_18,d_2011_2019_percent_of_households_in_same_house_year_ago,d_2011_2019_percent_bachelor_degree_or_higher,d_2011_2019_percent_car_commuters,d_2011_2019_percent_public_transport_commuters,d_2011_2019_percent_public_transport_trips_under_45_min,d_2011_2019_percent_car_trips_under_45_min,d_2011_2016_pop_density,d_2011_2016_resid_unit_density,d_2011_2016_per_capita_income,d_2011_2016_percent_non_hispanic_or_latino_white_alone,d_2011_2016_percent_non_hispanic_black_alone,d_2011_2016_percent_hispanic_any_race,d_2011_2016_percent_non_hispanic_asian_alone,d_2011_2016_percent_multi_family_units,d_2011_2016_percent_occupied_housing_units,d_2011_2016_median_gross_rent,d_2011_2016_median_home_value,d_2011_2016_percent_households_with_people_under_18,d_2011_2016_percent_of_households_in_same_house_year_ago,d_2011_2016_percent_bachelor_degree_or_higher,d_2011_2016_percent_car_commuters,d_2011_2016_percent_public_transport_commuters,d_2011_2016_percent_public_transport_trips_under_45_min,d_2011_2016_percent_car_trips_under_45_min,d_2016_2019_pop_density,d_2016_2019_resid_unit_density,d_2016_2019_per_capita_income,d_2016_2019_percent_non_hispanic_or_latino_white_alone,d_2016_2019_percent_non_hispanic_black_alone,d_2016_2019_percent_hispanic_any_race,d_2016_2019_percent_non_hispanic_asian_alone,d_2016_2019_percent_multi_family_units,d_2016_2019_percent_occupied_housing_units,d_2016_2019_median_gross_rent,d_2016_2019_median_home_value,d_2016_2019_percent_households_with_people_under_18,d_2016_2019_percent_of_households_in_same_house_year_ago,d_2016_2019_percent_bachelor_degree_or_higher,d_2016_2019_percent_car_commuters,d_2016_2019_percent_public_transport_commuters,d_2016_2019_percent_public_transport_trips_under_45_min,d_2016_2019_percent_car_trips_under_45_min,orig_pop_density,orig_percent_non_hispanic_or_latino_white_alone,orig_percent_non_hispanic_black_alone,orig_percent_hispanic_any_race,orig_percent_non_hispanic_asian_alone,orig_median_age,orig_per_capita_income,orig_resid_unit_density,orig_percent_multi_family_units,orig_percent_occupied_housing_units,orig_median_gross_rent,orig_median_home_value,orig_percent_households_with_people_under_18,orig_percent_of_households_in_same_house_year_ago,orig_percent_bachelor_degree_or_higher,orig_percent_car_commuters,orig_percent_public_transport_commuters,orig_percent_public_transport_trips_under_45_min,orig_percent_car_trips_under_45_min
MN139,0.0,0.5681818181818182,0.5681818181818182,,0.0,0.0,-8,-1,7,0.09131734654307552,0.0,0.0,1.7045454545454546,0.012164163899580999,-0.0008094758231048035,14515.0,-22.500000000000007,1.1000000000000005,-1.8000000000000007,8.7,-2.200000000000003,13.099999999999994,304.0,-121200.0,2.0,8.800000000000011,1.0999999999999943,-3.7357567379708376,6.440580508110557,-0.9352626600269405,,0.0021310690036838997,0.0016079383697045965,7568.0,-18.60000000000001,-0.5999999999999996,-1.6000000000000014,5.5,0.10000000000000853,-2.200000000000003,314.0,-38200.0,2.2,10.700000000000003,-0.7999999999999972,-4.916193702728429,10.703556198971853,-1.1865996366673432,31.61628743841,0.010033094895897099,-0.0024174141928094,6947.0,-3.8999999999999986,1.7000000000000002,-0.1999999999999993,3.1999999999999993,-2.3000000000000114,15.299999999999997,-10.0,-83000.0,-0.20000000000000018,-1.8999999999999915,1.8999999999999915,1.1804369647575914,-4.262975690861296,0.2513369766404028,,0.0457876970688164,82.9,4.6,12.3,9.0,40.2,80991.0,0.0398845808622294,99.3,80.0,1749.0,824300.0,3.8,78.1,71.5,7.55420054200542,44.59688346883469,3.171287504747437,30.11210762331839
MN133,0.0,0.8438818565400844,0.8438818565400844,,0.0,0.0,155,101,106,0.11429142439591049,0.0,0.0,1.6877637130801688,-0.00022368028631070125,0.0024834247172451016,43951.0,-27.299999999999997,0.2999999999999998,-0.1999999999999993,15.600000000000001,0.7000000000000028,1.0,387.0,465100.0,-3.6999999999999993,-9.599999999999994,14.899999999999991,0.42265435099659765,4.504423918327646,-0.3453085131060081,25.597826086956516,-0.008012342563490801,0.002162242767670703,11107.0,-15.299999999999997,-0.2999999999999998,-1.0,6.0,0.09999999999999432,-11.900000000000006,457.0,281800.0,-5.6,-2.700000000000003,14.299999999999997,1.1924328954882926,4.826627641347791,1.316756667576195,-13.728499761108463,0.0077886622771801,0.0003211819495743985,32844.0,-12.0,0.5999999999999996,0.8000000000000007,9.600000000000001,0.6000000000000085,12.900000000000006,-70.0,183300.0,1.9000000000000004,-6.8999999999999915,0.5999999999999943,-0.7697785444916949,-0.3222037230201451,-1.662065180682203,39.32632584806498,0.0359437013925531,69.0,4.3,22.4,11.2,34.0,56454.0,0.0219608158021519,98.7,78.7,1720.0,789600.0,8.6,78.0,59.7,4.329411764705882,45.08235294117648,4.081419624217119,45.70652173913044
MN158.02,0.0,0.0,0.0,,,,-11,-11,0,0.03059077656871375,0.0,0.0,0,0.019238982721801606,0.0021743350805669,1009.0,-13.799999999999997,3.200000000000001,1.0999999999999979,-2.8999999999999986,0.9000000000000057,-1.5,,,1.1999999999999993,-3.4000000000000057,-6.299999999999997,-2.5363782402599035,-3.723212713426797,-0.722558627881666,-33.963384133124364,0.028499320520287405,0.002096680256260905,2404.0,-8.199999999999996,0.20000000000000018,-4.4,-0.1999999999999993,0.9000000000000057,8.600000000000009,,,4.299999999999999,-4.099999999999994,3.0,-4.258416274979248,3.837569162522918,-1.347545216612768,-16.558664492318265,-0.009260337798485799,7.765482430599491e-05,-1395.0,-5.600000000000001,3.000000000000001,5.499999999999998,-2.6999999999999993,0.0,-10.100000000000009,-26.0,,-3.0999999999999996,0.6999999999999886,-9.299999999999997,1.7220380347193442,-7.560781875949715,0.6249865887311019,-17.4047196408061,0.0652688798291593,65.3,5.1,15.8,22.2,30.6,58404.0,0.03772083090662,99.1,86.3,,,13.9,73.5,81.0,8.717480602464628,63.48699224098585,5.880661394680086,74.3455497382199
MN192,2.0,2.0,0.0,0.0,3.0,,42,53,11,0.016850882174887193,0.0,0.0,6.0,-0.0011916341174014015,0.00041758118643980043,4763.0,-5.8999999999999995,-1.5,-10.600000000000001,3.9,-0.5,0.7999999999999972,40.0,,-16.199999999999996,-8.5,3.0999999999999996,-2.8986758995696498,5.555795474175156,-2.472960181737868,-24.37712923007041,-0.00018332832575410074,0.0002444377676719999,3238.0,-8.2,-7.399999999999999,0.3999999999999986,3.1999999999999997,-0.7999999999999972,-0.4000000000000057,-21.0,,-7.299999999999997,-0.5999999999999943,2.799999999999999,-6.70434964171728,15.609333018225044,0.43036837376459935,,-0.0010083057916473008,0.00017314341876780055,1525.0,2.3,5.899999999999999,-11.0,0.7000000000000002,0.29999999999999716,1.2000000000000028,61.0,,-8.899999999999999,-7.900000000000006,0.3000000000000007,3.80567374214763,-10.053537544049888,-2.9033285555024673,,0.0205531422984279,9.7,41.9,56.5,2.9,27.4,10185.0,0.0068799046692706,100.0,96.0,440.0,,49.3,94.0,10.3,14.389359129383314,64.08706166868198,7.188679245283019,159.57983193277312
MN168,0.0,0.0,0.0,,,,-28,-31,-3,0.013102480112306972,0.0,0.0,19.565217391304348,-0.00010891466535969951,0.001544607981464701,18142.0,-21.4,-3.6999999999999993,-4.700000000000003,1.8000000000000007,0.5999999999999943,-0.5,100.0,,-12.700000000000003,2.0,0.6999999999999993,0.9144888615400912,-13.668237286363372,-2.390186173326864,,-0.0022575039729098995,0.0009752813216299012,22410.0,-14.399999999999999,-7.899999999999999,-8.399999999999999,1.7000000000000002,0.0,2.0,101.0,,-15.7,-0.20000000000000284,11.200000000000003,-0.1736303520632454,-12.247037884412087,-1.1247794701781766,-36.56164383561644,0.0021485893075502,0.0005693266598347999,-4268.0,-6.999999999999998,4.199999999999999,3.6999999999999957,0.10000000000000053,0.5999999999999943,-2.5,-1.0,,2.9999999999999964,2.200000000000003,-10.500000000000004,1.0881192136033366,-1.4211994019512844,-1.2654067031486873,,0.0254315743614877,37.3,35.4,48.5,4.6,38.2,20429.0,0.008574554563772,99.4,89.8,531.0,,45.0,88.3,23.5,9.69743987587277,72.84716834755625,7.507987220447283,138.0
MN113,0.0,0.0,0.0,,,,1,47,46,0.001870499111512922,0.0,0.0,0,-0.0007856398695153999,-6.831651039260005e-05,8791.0,-29.999999999999996,29.9,-17.4,0.20000000000000284,5.099999999999994,-29.000000000000007,1473.0,,0.0,30.9,5.799999999999997,0.0,-10.852713178294572,400.5417956656347,,-0.0006603929337955999,-0.00011386085065440003,61682.0,-24.499999999999996,7.799999999999999,-12.399999999999999,21.5,5.099999999999994,-10.200000000000003,1181.0,,0.0,52.6,24.4,0.0,-6.291309669522647,90.67251461988312,,-0.0001252469357198,4.5544340261799974e-05,-52891.0,-5.5,22.099999999999998,-5.0,-21.299999999999997,0.0,-18.800000000000004,292.0,-242000.0,0.0,-21.700000000000003,-18.6,0.0,-4.5614035087719245,309.86928104575156,,0.001343558037722,45.3,8.9,17.4,33.5,23.9,40243.0,0.0005636112107393,94.9,89.9,1569.0,,0.0,19.1,37.1,0.0,44.18604651162791,187.1052631578947,
MN216,0.0,0.0,0.0,,,,382,141,-192,0.1438060672464562,0.0,0.0,31.451612903225808,0.005739096294414506,0.00013279599071589973,26099.0,-0.3000000000000007,-6.699999999999996,-0.6999999999999993,0.40000000000000036,1.5,8.0,540.0,82100.0,-2.8000000000000007,0.8999999999999915,14.5,-1.283861650271188,4.7987548916721465,-0.6738093335146806,-11.22951399950444,0.0029446067506554013,4.041617108739917e-05,16432.0,0.29999999999999716,-3.0,-0.8999999999999986,-1.6999999999999997,2.1000000000000085,7.099999999999994,235.0,-154200.0,-5.400000000000002,3.299999999999997,9.700000000000003,-4.027857668187317,9.586167316683273,-0.34386459605001773,,0.0027944895437591044,9.237981962850056e-05,9667.0,-0.5999999999999979,-3.6999999999999957,0.1999999999999993,2.1,-0.6000000000000085,0.9000000000000057,305.0,236300.0,2.6000000000000014,-2.4000000000000057,4.799999999999997,2.743996017916129,-4.7874124250111265,-0.3299447374646629,,0.0449139135555837,25.1,53.9,18.4,5.6,32.9,29364.0,0.0221365142784558,97.3,82.0,942.0,900000.0,28.8,89.4,38.9,10.85553997194951,70.07012622720897,2.7461969575660525,48.01033591731266
MN130,0.3968253968253968,0.3968253968253968,0.0,2.0,5.0,,-29,4,33,0.13177114087702396,0.0,0.0,0,-0.004572845712746701,-0.0006284156071503996,-5089.0,-0.29999999999999716,-3.1999999999999997,3.7,-2.2,2.0,-5.700000000000003,20.0,,-7.1,-8.0,1.9000000000000057,6.506692140392193,13.833396195155998,-5.692963752665245,-7.887510263662087,-0.003686330838373702,-0.0009426234107257,-23750.0,0.5,-3.5,3.2,-2.4000000000000004,0.29999999999999716,-2.200000000000003,-19.0,,-3.1999999999999993,-3.5,1.6000000000000085,12.78902881082718,-2.495520043203964,2.6998933901918996,-19.829995342338158,-0.0008865148743729991,0.0003142078035753004,18661.0,-0.7999999999999972,0.3,0.5,0.20000000000000018,1.7000000000000028,-3.5,39.0,,-3.9000000000000004,-4.5,0.29999999999999716,-6.282336670434987,16.328916238359962,-8.392857142857144,11.942485078676071,0.0231672146600383,87.6,3.8,1.8,6.5,55.8,216608.0,0.0161143716405013,97.0,70.5,1755.0,,20.0,94.0,83.1,12.316076294277927,25.55858310626703,18.550106609808104,65.61946902654869
MN198,0.0,4.032258064516129,4.032258064516129,,0.8,0.8,40,107,67,0.05527709975342687,0.0,0.0,5.645161290322581,0.0031581001720987004,0.0008250093146213002,6217.0,-1.9000000000000021,-22.0,6.1,4.6000000000000005,-1.7000000000000028,9.299999999999997,632.0,214300.0,-9.5,0.4000000000000057,-5.700000000000003,-0.007317999788245544,3.153435100241026,-0.07335378989936192,-52.2064606741573,0.003952060749073,0.0010911413515958994,234.0,-6.700000000000001,-12.699999999999996,6.499999999999998,5.000000000000001,-1.9000000000000057,9.199999999999989,246.0,20800.0,-9.5,-0.5,-7.299999999999997,8.236141935154716,-9.348741103543283,0.21224431849206482,-104.01255458515283,-0.0007939605769742997,-0.00026613203697459925,5983.0,4.799999999999999,-9.300000000000004,-0.3999999999999986,-0.40000000000000036,0.20000000000000284,0.10000000000000853,386.0,193500.0,0.0,0.9000000000000057,1.5999999999999943,-8.243459934942962,12.502176203784309,-0.28559810839142674,51.80609391099553,0.008573887124532,21.6,68.8,12.4,3.8,41.4,42587.0,0.0046927949186523,97.9,85.4,1058.0,446200.0,28.9,91.1,56.0,7.4487895716946,73.18435754189944,6.590330788804072,167.375
MN119,0.0,0.0,0.0,,,,-16,-21,-5,0.009310640199620126,0.0,0.0,0,-0.00019708205933860034,0.0001632965634519,1221.0,-22.200000000000003,5.0,9.2,2.5,-1.0,-11.0,191.0,,2.0,5.799999999999997,6.200000000000003,2.925531914893617,-22.72385301726414,2.7670541098891945,,-0.0006194007579213004,6.757099177320033e-05,8228.0,-26.5,-1.0,19.3,-2.1999999999999997,-2.4000000000000057,-7.199999999999989,15.0,,0.0,9.5,-3.5,0.0,-52.92902019051642,162.70480422104973,,0.0004223186985827,9.572557167869967e-05,-7007.0,4.299999999999997,6.0,-10.100000000000001,4.699999999999999,1.4000000000000057,-3.8000000000000114,176.0,,2.0,-3.700000000000003,9.700000000000003,2.925531914893617,30.205167173252278,-159.93775011116054,,0.0062277930750995,55.5,36.2,9.2,4.6,56.8,23206.0,0.006199638495194,100.0,93.6,520.0,,0.0,87.3,27.9,0.0,68.73449131513648,29.6028880866426,
MN160.01,0.0,1.075268817204301,1.075268817204301,,0.0,0.0,-53,-51,-8,0.09981896188279642,0.0,0.0,0,-0.0010587907495124005,-0.0010428690841061995,62537.0,-10.200000000000003,-0.9999999999999999,1.0,0.6999999999999993,-1.9000000000000057,4.400000000000006,,,-8.700000000000003,0.7000000000000028,5.0,-5.231008895994751,4.1502343568510085,-1.7316017316017316,55.1553846153846,0.0025474664649923,-0.0008836524300441986,44904.0,-10.100000000000009,-1.0999999999999999,-0.5999999999999996,2.3999999999999995,-2.0,10.600000000000009,,,-5.300000000000001,-4.799999999999997,4.099999999999994,-3.1041621809629483,3.6671248985540856,-1.6791770920211295,23.595555555555556,-0.0036062572145047003,-0.00015921665406200096,17633.0,-0.09999999999999432,0.10000000000000003,1.5999999999999996,-1.7000000000000002,0.09999999999999432,-6.200000000000003,115.0,,-3.400000000000002,5.5,0.9000000000000057,-2.126846715031803,0.48310945829692287,-0.05242463958060206,31.559829059829042,0.0286430760657564,92.2,1.4,7.5,5.4,47.6,149965.0,0.0157783704175456,96.5,79.6,,,32.1,92.0,85.0,14.45086705202312,40.05780346820809,11.731601731601732,51.96
MN157,0.0,0.0,0.0,,,,-65,-96,-31,0.18376893376893377,0.0,0.0,0.30864197530864196,-0.003596570100221498,0.0001480295620517949,30689.0,-11.599999999999994,2.0,1.2999999999999998,3.0,-2.299999999999997,-8.100000000000009,446.0,306300.0,3.4000000000000004,8.099999999999994,9.600000000000009,3.0341304221936234,-5.565087067116906,0.5006051846028834,3.3701733784623897,-0.006524265883023697,4.386061097829547e-05,22226.0,-11.099999999999994,0.09999999999999987,2.5,3.8999999999999995,-2.0999999999999943,-8.5,409.0,-118100.0,-0.5999999999999996,2.299999999999997,7.799999999999997,1.0139827148242864,4.763176977977956,-0.20014069548460522,4.89323034984098,0.002927695782802199,0.00010416895107349944,8463.0,-0.5,1.9000000000000001,-1.2000000000000002,-0.8999999999999995,-0.20000000000000284,0.3999999999999915,37.0,424400.0,4.0,5.799999999999997,1.8000000000000114,2.020147707369337,-10.328264045094862,0.7007458800874886,-1.5230569713785904,0.0561525472049825,90.0,1.6,6.5,4.3,39.5,92257.0,0.0394087589640123,99.3,81.9,1663.0,926200.0,12.9,83.4,79.3,4.91751269035533,59.8984771573604,2.3887711864406773,28.06451612903226
MN265,0.0,0.0,0.0,,,,0,7,7,0.04329031100996296,0.0,0.0,2.4096385542168677,0.0026063698417785955,0.0002942675627814993,9860.0,-12.0,-2.7,1.8999999999999986,-2.9,-1.0,-1.9000000000000057,273.0,81300.0,-0.5,-2.5,5.199999999999996,-1.1257018951539912,4.403668031483406,-0.5679416720601111,-3.728681563468033,0.0012243632522871,0.00013136944767029937,2211.0,-14.3,-1.0999999999999996,2.1999999999999957,-2.4,-0.09999999999999432,-0.8000000000000114,169.0,1400.0,-2.6000000000000014,3.299999999999997,-0.3999999999999986,-4.85456858314685,7.272968957443027,-0.23607734565344263,-12.363814015677459,0.0013820065894914954,0.00016289811511119995,7649.0,2.3000000000000007,-1.6000000000000005,-0.29999999999999716,-0.5,-0.9000000000000057,-1.0999999999999943,104.0,79900.0,2.1000000000000014,-5.799999999999997,5.599999999999994,3.728866687992859,-2.869300925959621,-0.3318643264066685,8.635132452209426,0.0391743692952817,43.6,7.0,59.6,4.3,36.0,30440.0,0.0157012763855535,98.3,92.9,1156.0,384900.0,23.0,82.0,43.1,11.813393528969147,70.45397542011537,1.8903524385902457,31.740976645435243
MN153,0.0,0.4830917874396135,0.4830917874396135,,0.0,0.0,-77,-477,-400,0.11611747629782897,0.0,0.0,0,0.0034861816260424033,-0.0005743297571733988,25850.0,-3.6000000000000085,-1.6999999999999997,-5.5,-0.9000000000000004,-1.7999999999999972,2.200000000000003,,,4.099999999999998,0.5,2.0999999999999943,-0.06498834010943177,-4.799229011421247,-0.06192754456343419,0.208398950131226,0.0008098049576144989,5.168967814559583e-05,6665.0,-3.4000000000000057,-1.6999999999999997,-5.2,-1.299999999999999,-2.799999999999997,-5.599999999999994,,,4.199999999999999,1.6000000000000085,-1.0,-5.0269201176824545,0.4486680299077648,-0.3630870421568102,18.074003199799215,0.0026763766684279044,-0.0006260194353189946,19185.0,-0.20000000000000284,0.0,-0.2999999999999998,0.3999999999999986,1.0,7.799999999999997,218.0,735000.0,-0.10000000000000142,-1.1000000000000085,3.0999999999999943,4.961931777573023,-5.247897041329011,0.301159497593376,-17.86560424966799,0.0525913758643662,82.9,2.3,11.9,11.1,41.1,121337.0,0.0363550736290748,99.3,81.6,,,15.8,85.6,82.7,9.72993679371768,54.35740279639916,3.2417195207892884,18.858267716535437
MN132,0.0,0.0,0.0,,,,119,122,3,0.10425341599580519,0.0,0.0,6.930693069306931,0.007781440076115399,-0.001572792629233502,1482.0,-31.5,-1.2,26.799999999999997,-4.199999999999999,0.4000000000000057,-1.2999999999999972,380.0,91100.0,14.6,0.8999999999999915,-2.700000000000003,0.7639377945382169,5.4372985402767995,-0.44680115239109064,-13.552904810969329,0.0033883001703858967,-0.0008300849987621997,5972.0,-12.400000000000006,-1.2,7.4,-2.6999999999999993,0.0,0.9000000000000057,189.0,-2300.0,3.3000000000000007,2.799999999999997,3.9000000000000057,2.0042896607928267,5.181752449391276,-0.8099295566710252,-14.152104251228367,0.004393139905729503,-0.0007427076304713023,-4490.0,-19.099999999999994,0.0,19.4,-1.5,0.4000000000000057,-2.200000000000003,191.0,93400.0,11.299999999999999,-1.9000000000000057,-6.6000000000000085,-1.2403518662546098,0.2555460908855238,0.36312840427993454,0.5991994402590386,0.045610986247773,87.2,1.2,7.1,9.2,37.1,76534.0,0.0330480624068581,99.6,87.3,1735.0,648000.0,10.1,82.2,77.0,10.485371215964824,53.103331642144425,2.2834394904458595,28.258064516129032
MN151,0.0,3.125,3.125,,0.0,0.0,839,467,-9,0.010484960249665406,0.0,0.0,15.625,0.006878766822596999,0.0033172751245068004,27074.0,-14.600000000000001,4.299999999999999,4.599999999999998,-3.3999999999999986,-0.5999999999999943,7.5,,1040800.0,3.1000000000000014,-0.6000000000000085,3.8999999999999986,0.8407901942279246,-10.604482989484211,-0.8787811890861756,-5.920964357594531,-0.0002761973153620999,0.0018490683428452007,15283.0,-12.400000000000006,-1.5,10.600000000000001,-2.8999999999999986,-0.29999999999999716,-0.7000000000000028,,,-4.699999999999999,0.8999999999999915,3.3000000000000043,-4.412830564540653,5.243090422677213,-0.2834623714998976,,0.007154964137959099,0.0014682067816615997,11791.0,-2.1999999999999957,5.799999999999999,-6.0000000000000036,-0.5,-0.29999999999999716,8.200000000000003,-160.0,,7.800000000000001,-1.5,0.5999999999999943,5.2536207587685775,-15.847573412161424,-0.595318817586278,,0.0226103844375895,49.2,12.9,23.1,19.7,34.3,57212.0,0.0128300921336097,100.0,84.2,,625000.0,20.5,82.2,55.9,8.448827292110874,61.48720682302772,3.311660164716081,28.29652996845426
MN131,0.0,0.0,0.0,,,,942,836,3,0.009864790712299544,0.0,0.0,1.7857142857142858,0.0011427586998966014,0.0003043528195705008,-3830.0,-16.5,-3.8,-0.1999999999999993,14.100000000000001,-2.0,4.099999999999994,,435200.0,-0.10000000000000053,-7.200000000000003,4.700000000000003,-0.1676926080604657,0.7860626067364294,-1.0299245803260089,33.910287081339725,0.0013552314229929984,5.74250602959972e-06,-19909.0,-15.199999999999996,-1.7999999999999998,0.8000000000000007,8.5,-0.4000000000000057,3.700000000000003,,130500.0,1.5,-3.0,2.4000000000000057,-1.7579982901660456,5.8802634589218385,-1.8779561874940622,196.63961038961037,-0.000212472723096397,0.0002986103135409011,16079.0,-1.3000000000000043,-2.0,-1.0,5.600000000000001,-1.5999999999999943,0.3999999999999915,247.0,304700.0,-1.6000000000000005,-4.200000000000003,2.299999999999997,1.5903056821055799,-5.094200852185409,0.8480316071680534,-162.72932330827064,0.0148673481107155,74.8,6.0,15.0,10.2,40.7,103187.0,0.0130756862294705,100.0,72.2,,683100.0,6.2,74.9,72.6,4.927211646136618,36.33818589025756,11.556240369799692,46.93181818181818
MN172,0.35714285714285715,53.57142857142857,53.214285714285715,3.0,1.0333333333333334,1.0,-16,17,17,0.10832569103789552,0.0,0.0,7.5,-0.0022198618627732,0.0016016724832668,4803.0,-28.1,-3.1999999999999993,-4.5,0.5,-3.5,-6.1000000000000085,176.0,,-3.5,-9.0,12.200000000000003,-1.9829018564868344,1.9027013711547909,0.06158191262811119,,0.0006687685105570031,0.001146460303812,2258.0,-29.700000000000003,-5.5,2.299999999999997,0.3999999999999999,0.29999999999999716,0.09999999999999432,268.0,,0.7000000000000028,3.9000000000000057,11.900000000000002,2.6406368779447646,-3.1234040347771383,-0.22289726433541235,-23.656315948145902,-0.0028886303733302032,0.00045521217945479996,2545.0,1.5999999999999996,2.3000000000000007,-6.799999999999997,0.10000000000000009,-3.799999999999997,-6.200000000000003,-92.0,-439400.0,-4.200000000000003,-12.900000000000006,0.3000000000000007,-4.623538734431599,5.026105405931929,0.28447917696352354,,0.0310499665615744,41.1,25.9,61.2,3.2,31.7,20829.0,0.012734701217833,98.4,92.4,789.0,,26.4,88.1,19.4,6.104765655769988,70.1851122489169,4.214365881032548,88.51612903225805
MN215,0.0,7.368421052631579,7.368421052631579,,1.0,1.0,85,216,131,0.03506225087348064,0.0,0.0,12.631578947368421,0.018677377707646006,0.0055085353607803,10128.0,2.9000000000000004,-17.799999999999997,10.300000000000004,0.5,0.0,7.8999999999999915,487.0,,2.6999999999999993,-2.299999999999997,4.800000000000001,-3.219198127011998,-9.551174608242206,-4.230093830463332,,0.0148328790704347,0.0030268254195954004,-236.0,8.7,-12.599999999999994,0.0,0.5,0.0,3.5999999999999943,246.0,317400.0,11.799999999999997,-0.5,4.600000000000001,0.8710012874510529,-12.221805610665584,-0.4184298898621499,,0.0038444986372113063,0.0024817099411848995,10364.0,-5.799999999999999,-5.200000000000003,10.300000000000004,0.0,0.0,4.299999999999997,241.0,,-9.099999999999998,-1.7999999999999972,0.1999999999999993,-4.090199414463051,2.6706310024233773,-3.811663940601182,-18.824398168660444,0.0443838760579543,6.5,72.8,21.9,1.5,36.6,19661.0,0.0193229091952374,100.0,90.4,851.0,265900.0,26.6,93.6,25.5,11.58645276292335,78.25311942959001,8.542141230068335,
MN257,0.0,0.0,0.0,,,,313,298,-15,0.10137127690946623,0.0,0.0,13.5,0.0027904652163652024,0.0007913259568797012,256.0,8.700000000000003,-17.0,-0.1999999999999993,1.7000000000000002,-1.0,4.8999999999999915,644.0,245100.0,-5.099999999999998,-2.1999999999999886,10.199999999999996,-3.4206845785793156,11.309777941356884,-2.048844273536086,-1.0821237706732632,0.0019991392594854995,0.0007566186780692003,-3613.0,3.3000000000000007,-16.1,0.10000000000000142,6.300000000000001,0.5,2.700000000000003,622.0,23900.0,4.899999999999999,0.10000000000000853,10.600000000000001,-4.0116811574965165,9.006128183004805,-1.1300730895312556,5.550279937483914,0.0007913259568797029,3.470727881050087e-05,3869.0,5.400000000000002,-0.8999999999999986,-0.3000000000000007,-4.6000000000000005,-1.5,2.1999999999999886,22.0,221200.0,-9.999999999999996,-2.299999999999997,-0.4000000000000057,0.5909965789172009,2.30364975835208,-0.9187711840048305,-6.632403708157177,0.0293137676833585,26.0,57.0,16.2,4.5,31.3,51049.0,0.013015229553942,95.5,88.2,1002.0,803300.0,31.4,92.1,53.6,12.76923076923077,65.28205128205128,5.648075412411627,62.97188755020081
MN37,0.0,0.4032258064516129,0.4032258064516129,,0.0,0.0,-119,9,341,0.08097513695226762,0.0,0.0,0.4032258064516129,0.0009783828624408,0.0007685551163812,95512.0,-5.0,-0.10000000000000009,-2.2,-0.20000000000000018,-2.799999999999997,-5.299999999999997,907.0,588000.0,7.0,13.5,8.0,1.5826321276847395,-1.036034765713616,-0.8080524076577653,-126.04260252137371,0.0009710632899038001,0.00040257648953300005,63665.0,-7.3999999999999915,0.8,1.3999999999999995,0.39999999999999947,-3.1000000000000085,-0.09999999999999432,596.0,616200.0,7.5,15.199999999999989,-0.9000000000000057,3.4450906310054554,-2.497864101456649,0.8810540794903368,-86.955223880597,7.319572537000003e-06,0.00036597862684819996,31847.0,2.3999999999999915,-0.9000000000000001,-3.5999999999999996,-0.5999999999999996,0.30000000000001137,-5.200000000000003,311.0,-28200.0,-0.5,-1.6999999999999886,8.900000000000006,-1.862458503320716,1.4618293357430332,-1.689106487148102,-39.087378640776706,0.0055262772654077,87.3,1.8,6.7,6.2,38.0,66718.0,0.0034914361001317,96.2,84.6,1708.0,867800.0,14.0,71.4,74.2,4.656011118832523,50.52119527449618,11.2242090784044,208.955223880597
MN242,0.8849557522123894,0.8849557522123894,0.0,4.0,7.0,,7,7,0,0.014713004456814267,0.0,0.0,4.424778761061947,0.0042909497691736,0.0021232131477817,7525.0,-9.4,6.300000000000004,-8.200000000000003,-3.1000000000000005,0.5,2.8000000000000114,289.0,,-6.799999999999997,-2.9000000000000057,5.199999999999999,-11.08595226355562,9.704625724521904,-4.739840132958729,-1.2370874275636226,0.0020230353321589994,0.0011436967283595004,3863.0,-9.7,2.8000000000000043,-7.300000000000004,-0.40000000000000036,0.10000000000000853,2.4000000000000057,-47.0,,-3.6000000000000014,2.8999999999999915,6.099999999999998,-9.646170355873704,9.922878147749671,-4.3450244729715655,43.23715693173823,0.002267914437014601,0.0009795164194221998,3662.0,0.2999999999999998,3.5,-0.8999999999999986,-2.7,0.3999999999999915,0.4000000000000057,336.0,,-3.1999999999999957,-5.799999999999997,-0.8999999999999986,-1.4397819076819172,-0.21825242322776717,-0.39481565998716395,-44.47424435930185,0.0096309838852852,14.0,48.8,46.2,5.4,30.2,11724.0,0.0033976975798709,99.1,93.1,521.0,,42.5,92.4,14.8,19.639278557114228,68.43687374749499,9.78038067349927,94.6938775510204
